Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,SRA Study,tissue,alignment_software,AssemblyName
SRR2859207,WGS,201,106106661,PRJNA279205,SAMN03452873,Model organism or animal,92466126,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397545,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,G_22_1,Pennsylvania.G_22_1 aligned,PAIRED,size fractionation,GENOMIC,106,88,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067947,G_22_1,female,SRP063680,whole,bwa,assembly
SRR2859208,WGS,201,142615333,PRJNA279205,SAMN03452959,Model organism or animal,113257377,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397546,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_23_1,Virginia.G_23_1 aligned,PAIRED,size fractionation,GENOMIC,142,108,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067861,G_23_1,female,SRP063680,whole,bwa,assembly
SRR2859209,WGS,201,62401234,PRJNA279205,SAMN03452874,Model organism or animal,67172262,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397547,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,G_24_1,Pennsylvania.G_24_1 aligned,PAIRED,size fractionation,GENOMIC,62,64,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067946,G_24_1,female,SRP063680,whole,bwa,assembly
SRR2859211,WGS,201,43985298,PRJNA279205,SAMN03452864,Model organism or animal,56113837,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397549,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,G_4_1,Pennsylvania.G_4_1 aligned,PAIRED,size fractionation,GENOMIC,43,53,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067956,G_4_1,female,SRP063680,whole,bwa,assembly
SRR2859212,WGS,201,125860241,PRJNA279205,SAMN03452950,Model organism or animal,103070803,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397550,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_5_1,Virginia.G_5_1 aligned,PAIRED,size fractionation,GENOMIC,125,98,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067870,G_5_1,female,SRP063680,whole,bwa,assembly
SRR2859213,WGS,201,100776487,PRJNA279205,SAMN03452865,Model organism or animal,89900835,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397551,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,G_6_1,Pennsylvania.G_6_1 aligned,PAIRED,size fractionation,GENOMIC,100,85,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067955,G_6_1,female,SRP063680,whole,bwa,assembly
SRR2859214,WGS,201,23196367,PRJNA279205,SAMN03452951,Model organism or animal,44245146,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397552,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_7_1,Virginia.G_7_1 aligned,PAIRED,size fractionation,GENOMIC,23,42,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067869,G_7_1,female,SRP063680,whole,bwa,assembly
SRR2859215,WGS,201,61986730,PRJNA279205,SAMN03452866,Model organism or animal,67189981,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397553,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,G_8_1,Pennsylvania.G_8_1 aligned,PAIRED,size fractionation,GENOMIC,61,64,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067954,G_8_1,female,SRP063680,whole,bwa,assembly
SRR2859216,WGS,201,98435004,PRJNA279205,SAMN03452952,Model organism or animal,87227240,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397554,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_9_1,Virginia.G_9_1 aligned,PAIRED,size fractionation,GENOMIC,98,83,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067868,G_9_1,female,SRP063680,whole,bwa,assembly
SRR2859217,WGS,201,139351922,PRJNA279205,SAMN03452783,Model organism or animal,112498998,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397555,USA,North America,USA: Maine,Illumina HiSeq 2000,H_1_1,Maine.H_1_1 aligned,PAIRED,size fractionation,GENOMIC,139,107,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068037,H_1_1,female,SRP063680,whole,bwa,assembly
SRR2859218,WGS,201,262760590,PRJNA279205,SAMN03452973,Model organism or animal,186149444,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397556,USA,North America,USA: Florida,Illumina HiSeq 2000,H_11_1,Florida.H_11_1 aligned,PAIRED,size fractionation,GENOMIC,262,177,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067847,H_11_1,female,SRP063680,whole,bwa,assembly
SRR2859219,WGS,201,185277430,PRJNA279205,SAMN03452974,Model organism or animal,141572715,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397557,USA,North America,USA: Florida,Illumina HiSeq 2000,H_13_1,Florida.H_13_1 aligned,PAIRED,size fractionation,GENOMIC,185,135,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067846,H_13_1,female,SRP063680,whole,bwa,assembly
SRR2859220,WGS,201,224265147,PRJNA279205,SAMN03452975,Model organism or animal,163916971,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397558,USA,North America,USA: Florida,Illumina HiSeq 2000,H_15_1,Florida.H_15_1 aligned,PAIRED,size fractionation,GENOMIC,224,156,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067845,H_15_1,female,SRP063680,whole,bwa,assembly
SRR2859221,WGS,201,397976562,PRJNA279205,SAMN03452976,Model organism or animal,268635255,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397559,USA,North America,USA: Florida,Illumina HiSeq 2000,H_17_1,Florida.H_17_1 aligned,PAIRED,size fractionation,GENOMIC,397,256,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067844,H_17_1,female,SRP063680,whole,bwa,assembly
SRR2859222,WGS,201,261944510,PRJNA279205,SAMN03452977,Model organism or animal,187340674,STANFORD UNIVERSITY,01-May-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397560,USA,North America,USA: Florida,Illumina HiSeq 2000,H_19_1,Florida.H_19_1 aligned,PAIRED,size fractionation,GENOMIC,261,178,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067843,H_19_1,female,SRP063680,whole,bwa,assembly
SRR2859223,WGS,201,224816809,PRJNA279205,SAMN03452978,Model organism or animal,164218551,STANFORD UNIVERSITY,01-May-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397561,USA,North America,USA: Florida,Illumina HiSeq 2000,H_21_1,Florida.H_21_1 aligned,PAIRED,size fractionation,GENOMIC,224,156,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067842,H_21_1,female,SRP063680,whole,bwa,assembly
SRR2859224,WGS,201,107693270,PRJNA279205,SAMN03452979,Model organism or animal,97814231,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397562,USA,North America,USA: Florida,Illumina HiSeq 2000,H_23_1,Florida.H_23_1 aligned,PAIRED,size fractionation,GENOMIC,107,93,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067841,H_23_1,female,SRP063680,whole,bwa,assembly
SRR2859225,WGS,201,80589415,PRJNA279205,SAMN03452784,Model organism or animal,77490904,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397563,USA,North America,USA: Maine,Illumina HiSeq 2000,H_3_1,Maine.H_3_1 aligned,PAIRED,size fractionation,GENOMIC,80,73,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068036,H_3_1,female,SRP063680,whole,bwa,assembly
SRR2859226,WGS,201,366237817,PRJNA279205,SAMN03452785,Model organism or animal,242647414,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397564,USA,North America,USA: Maine,Illumina HiSeq 2000,H_5_1,Maine.H_5_1 aligned,PAIRED,size fractionation,GENOMIC,366,231,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068035,H_5_1,female,SRP063680,whole,bwa,assembly
SRR2859227,WGS,201,540534325,PRJNA279205,SAMN03452786,Model organism or animal,347976951,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397565,USA,North America,USA: Maine,Illumina HiSeq 2000,H_7_1,Maine.H_7_1 aligned,PAIRED,size fractionation,GENOMIC,540,331,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068034,H_7_1,female,SRP063680,whole,bwa,assembly
SRR2859228,WGS,201,164740090,PRJNA279205,SAMN03452972,Model organism or animal,128557328,STANFORD UNIVERSITY,01-May-2011,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397566,USA,North America,USA: Florida,Illumina HiSeq 2000,H_9_1,Florida.H_9_1 aligned,PAIRED,size fractionation,GENOMIC,164,122,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067848,H_9_1,female,SRP063680,whole,bwa,assembly
SRR2859229,WGS,201,253868247,PRJNA279205,SAMN03452960,Model organism or animal,178409775,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1397567,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_1_1,Virginia.I_1_1 aligned,PAIRED,size fractionation,GENOMIC,253,170,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067860,I_1_1,female,SRP063680,whole,bwa,assembly
SRR2859230,WGS,201,311176152,PRJNA279205,SAMN03452791,Model organism or animal,222468237,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397568,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_10_1,Pennsylvania.I_10_1 aligned,PAIRED,size fractionation,GENOMIC,311,212,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068029,I_10_1,female,SRP063680,whole,bwa,assembly
SRR2859231,WGS,201,102697103,PRJNA279205,SAMN03452965,Model organism or animal,89886740,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397569,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_11_1,Virginia.I_11_1 aligned,PAIRED,size fractionation,GENOMIC,102,85,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067855,I_11_1,female,SRP063680,whole,bwa,assembly
SRR2859232,WGS,201,358278815,PRJNA279205,SAMN03452792,Model organism or animal,248141497,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397570,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_12_1,Pennsylvania.I_12_1 aligned,PAIRED,size fractionation,GENOMIC,358,236,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068028,I_12_1,female,SRP063680,whole,bwa,assembly
SRR2859233,WGS,201,145454645,PRJNA279205,SAMN03452966,Model organism or animal,114963617,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397571,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_13_1,Virginia.I_13_1 aligned,PAIRED,size fractionation,GENOMIC,145,109,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067854,I_13_1,female,SRP063680,whole,bwa,assembly
SRR2859234,WGS,201,365876641,PRJNA279205,SAMN03452793,Model organism or animal,251808788,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397572,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_14_1,Pennsylvania.I_14_1 aligned,PAIRED,size fractionation,GENOMIC,365,240,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068027,I_14_1,female,SRP063680,whole,bwa,assembly
SRR2859235,WGS,201,302667609,PRJNA279205,SAMN03452967,Model organism or animal,207043388,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397573,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_15_1,Virginia.I_15_1 aligned,PAIRED,size fractionation,GENOMIC,302,197,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067853,I_15_1,female,SRP063680,whole,bwa,assembly
SRR2859236,WGS,201,263902193,PRJNA279205,SAMN03452794,Model organism or animal,187620823,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397574,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_16_1,Pennsylvania.I_16_1 aligned,PAIRED,size fractionation,GENOMIC,263,178,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068026,I_16_1,female,SRP063680,whole,bwa,assembly
SRR2859237,WGS,201,249503835,PRJNA279205,SAMN03452968,Model organism or animal,177038752,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397575,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_17_1,Virginia.I_17_1 aligned,PAIRED,size fractionation,GENOMIC,249,168,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067852,I_17_1,female,SRP063680,whole,bwa,assembly
SRR2859238,WGS,201,252309413,PRJNA279205,SAMN03452969,Model organism or animal,177531254,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1397576,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_19_1,Virginia.I_19_1 aligned,PAIRED,size fractionation,GENOMIC,252,169,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067851,I_19_1,female,SRP063680,whole,bwa,assembly
SRR2859239,WGS,201,150304968,PRJNA279205,SAMN03452787,Model organism or animal,120810111,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397577,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_2_1,Pennsylvania.I_2_1 aligned,PAIRED,size fractionation,GENOMIC,150,115,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068033,I_2_1,female,SRP063680,whole,bwa,assembly
SRR2859240,WGS,201,3447938,PRJNA279205,SAMN03452795,Model organism or animal,32167841,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397578,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_20_1,Pennsylvania.I_20_1 aligned,PAIRED,size fractionation,GENOMIC,3,30,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068025,I_20_1,female,SRP063680,whole,bwa,assembly
SRR2859241,WGS,201,292034430,PRJNA279205,SAMN03452970,Model organism or animal,198757004,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397579,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_21_1,Virginia.I_21_1 aligned,PAIRED,size fractionation,GENOMIC,292,189,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067850,I_21_1,female,SRP063680,whole,bwa,assembly
SRR2859242,WGS,202,2938898,PRJNA279205,SAMN03452796,Model organism or animal,31850200,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397580,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_22_1,Pennsylvania.I_22_1 aligned,PAIRED,size fractionation,GENOMIC,2,30,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068024,I_22_1,female,SRP063680,whole,bwa,assembly
SRR2859243,WGS,201,247362635,PRJNA279205,SAMN03452971,Model organism or animal,176439924,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397581,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_23_1,Virginia.I_23_1 aligned,PAIRED,size fractionation,GENOMIC,247,168,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067849,I_23_1,female,SRP063680,whole,bwa,assembly
SRR2859244,WGS,201,32217485,PRJNA279205,SAMN03452797,Model organism or animal,49497022,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397582,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_24_1,Pennsylvania.I_24_1 aligned,PAIRED,size fractionation,GENOMIC,32,47,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068023,I_24_1,female,SRP063680,whole,bwa,assembly
SRR2859245,WGS,201,260759679,PRJNA279205,SAMN03452961,Model organism or animal,181647374,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1397583,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_3_1,Virginia.I_3_1 aligned,PAIRED,size fractionation,GENOMIC,260,173,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067859,I_3_1,female,SRP063680,whole,bwa,assembly
SRR2859246,WGS,201,220035974,PRJNA279205,SAMN03452788,Model organism or animal,162144571,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397584,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_4_1,Pennsylvania.I_4_1 aligned,PAIRED,size fractionation,GENOMIC,220,154,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068032,I_4_1,female,SRP063680,whole,bwa,assembly
SRR2859247,WGS,201,175089055,PRJNA279205,SAMN03452962,Model organism or animal,132274690,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397585,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_5_1,Virginia.I_5_1 aligned,PAIRED,size fractionation,GENOMIC,175,126,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067858,I_5_1,female,SRP063680,whole,bwa,assembly
SRR2859248,WGS,201,242012160,PRJNA279205,SAMN03452789,Model organism or animal,172752638,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397586,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_6_1,Pennsylvania.I_6_1 aligned,PAIRED,size fractionation,GENOMIC,242,164,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068031,I_6_1,female,SRP063680,whole,bwa,assembly
SRR2859249,WGS,201,96003732,PRJNA279205,SAMN03452963,Model organism or animal,86577352,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397587,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_7_1,Virginia.I_7_1 aligned,PAIRED,size fractionation,GENOMIC,96,82,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067857,I_7_1,female,SRP063680,whole,bwa,assembly
SRR2859250,WGS,201,260165799,PRJNA279205,SAMN03452790,Model organism or animal,185951366,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397588,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_8_1,Pennsylvania.I_8_1 aligned,PAIRED,size fractionation,GENOMIC,260,177,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068030,I_8_1,female,SRP063680,whole,bwa,assembly
SRR2859251,WGS,201,164285085,PRJNA279205,SAMN03452964,Model organism or animal,126408848,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1397589,USA,North America,USA: Virginia,Illumina HiSeq 2000,I_9_1,Virginia.I_9_1 aligned,PAIRED,size fractionation,GENOMIC,164,120,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067856,I_9_1,female,SRP063680,whole,bwa,assembly
SRR2859252,WGS,201,35873685,PRJNA279205,SAMN03452887,Model organism or animal,51302462,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397590,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,J_1_1,Pennsylvania.J_1_1 aligned,PAIRED,size fractionation,GENOMIC,35,48,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067933,J_1_1,female,SRP063680,whole,bwa,assembly
SRR2859253,WGS,201,135276471,PRJNA279205,SAMN03452981,Model organism or animal,111220652,STANFORD UNIVERSITY,01-May-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397591,USA,North America,USA: Florida,Illumina HiSeq 2000,J_11_1,Florida.J_11_1 aligned,PAIRED,size fractionation,GENOMIC,135,106,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067839,J_11_1,female,SRP063680,whole,bwa,assembly
SRR2859254,WGS,201,198477625,PRJNA279205,SAMN03452982,Model organism or animal,146522082,STANFORD UNIVERSITY,01-May-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1397592,USA,North America,USA: Florida,Illumina HiSeq 2000,J_13_1,Florida.J_13_1 aligned,PAIRED,size fractionation,GENOMIC,198,139,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067838,J_13_1,female,SRP063680,whole,bwa,assembly
SRR2859256,WGS,201,300585292,PRJNA279205,SAMN03452984,Model organism or animal,208754674,STANFORD UNIVERSITY,01-May-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397594,USA,North America,USA: Florida,Illumina HiSeq 2000,J_17_1,Florida.J_17_1 aligned,PAIRED,size fractionation,GENOMIC,300,199,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067836,J_17_1,female,SRP063680,whole,bwa,assembly
SRR2859257,WGS,201,177461141,PRJNA279205,SAMN03452985,Model organism or animal,135850099,STANFORD UNIVERSITY,01-May-2011,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397595,USA,North America,USA: Florida,Illumina HiSeq 2000,J_19_1,Florida.J_19_1 aligned,PAIRED,size fractionation,GENOMIC,177,129,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067835,J_19_1,female,SRP063680,whole,bwa,assembly
SRR2859258,WGS,201,172814636,PRJNA279205,SAMN03452986,Model organism or animal,132638846,STANFORD UNIVERSITY,01-May-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397596,USA,North America,USA: Florida,Illumina HiSeq 2000,J_21_1,Florida.J_21_1 aligned,PAIRED,size fractionation,GENOMIC,172,126,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067834,J_21_1,female,SRP063680,whole,bwa,assembly
SRR2859259,WGS,201,261496575,PRJNA279205,SAMN03452987,Model organism or animal,185080304,STANFORD UNIVERSITY,01-May-2011,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1397597,USA,North America,USA: Florida,Illumina HiSeq 2000,J_23_1,Florida.J_23_1 aligned,PAIRED,size fractionation,GENOMIC,261,176,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067832,J_23_1,female,SRP063680,whole,bwa,assembly
SRR2859260,WGS,201,324553299,PRJNA279205,SAMN03452888,Model organism or animal,225118171,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1397598,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,J_3_1,Pennsylvania.J_3_1 aligned,PAIRED,size fractionation,GENOMIC,324,214,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067932,J_3_1,female,SRP063680,whole,bwa,assembly
SRR2859261,WGS,201,370397704,PRJNA279205,SAMN03452889,Model organism or animal,248228029,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1397599,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,J_5_1,Pennsylvania.J_5_1 aligned,PAIRED,size fractionation,GENOMIC,370,236,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067931,J_5_1,female,SRP063680,whole,bwa,assembly
