Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title
ERR2861042,Dsim_Fl_Hot_F10_7,WGS,200,4082690200,PRJEB29281,SAMEA5044033,2889953035,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 10 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867285,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:12Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044033,ERS2855767,ERS2855767,ERP111575,Dsim_Fl_Hot_F10_7
ERR2861043,Dsim_Fl_Hot_F10_8,WGS,200,3386619800,PRJEB29281,SAMEA5044034,2396939859,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 10 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867286,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:12Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044034,ERS2855768,ERS2855768,ERP111575,Dsim_Fl_Hot_F10_8
ERR2861044,Dsim_Fl_Hot_F10_9,WGS,200,4229597800,PRJEB29281,SAMEA5044035,3004266761,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 10 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867287,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:12Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044035,ERS2855769,ERS2855769,ERP111575,Dsim_Fl_Hot_F10_9
ERR2861045,Dsim_Fl_Hot_F10_10,WGS,200,3864010000,PRJEB29281,SAMEA5044036,2738280313,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 10 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867288,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044036,ERS2855770,ERS2855770,ERP111575,Dsim_Fl_Hot_F10_10
ERR2861046,Dsim_Fl_Hot_F20_2,WGS,200,2193188800,PRJEB29281,SAMEA5044038,1471781735,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867289,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044038,ERS2855772,ERS2855772,ERP111575,Dsim_Fl_Hot_F20_2
ERR2861047,Dsim_Fl_Hot_F20_4,WGS,200,3383882200,PRJEB29281,SAMEA5044040,2251972334,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867290,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044040,ERS2855774,ERS2855774,ERP111575,Dsim_Fl_Hot_F20_4
ERR2861048,Dsim_Fl_Hot_F20_6,WGS,200,5662295800,PRJEB29281,SAMEA5044042,3768973598,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867291,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044042,ERS2855776,ERS2855776,ERP111575,Dsim_Fl_Hot_F20_6
ERR2861049,Dsim_Fl_Hot_F20_7,WGS,200,3920688000,PRJEB29281,SAMEA5044043,2605882009,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867292,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044043,ERS2855777,ERS2855777,ERP111575,Dsim_Fl_Hot_F20_7
ERR2861050,Dsim_Fl_Hot_F20_8,WGS,200,3695027400,PRJEB29281,SAMEA5044044,2440611567,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867293,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044044,ERS2855778,ERS2855778,ERP111575,Dsim_Fl_Hot_F20_8
ERR2861051,Dsim_Fl_Hot_F20_9,WGS,200,2217043400,PRJEB29281,SAMEA5044045,1487104607,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867294,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044045,ERS2855779,ERS2855779,ERP111575,Dsim_Fl_Hot_F20_9
ERR2861052,Dsim_Fl_Hot_F20_10,WGS,200,1040008800,PRJEB29281,SAMEA5044046,690514855,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867295,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044046,ERS2855780,ERS2855780,ERP111575,Dsim_Fl_Hot_F20_10
ERR2861053,Dsim_Fl_Hot_F20_2,WGS,200,2453219800,PRJEB29281,SAMEA5044038,1637467009,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867296,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044038,ERS2855772,ERS2855772,ERP111575,Dsim_Fl_Hot_F20_2
ERR2861054,Dsim_Fl_Hot_F20_4,WGS,200,3783470400,PRJEB29281,SAMEA5044040,2504770165,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867297,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044040,ERS2855774,ERS2855774,ERP111575,Dsim_Fl_Hot_F20_4
ERR2861055,Dsim_Fl_Hot_F20_6,WGS,200,6313520800,PRJEB29281,SAMEA5044042,4177610991,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867298,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044042,ERS2855776,ERS2855776,ERP111575,Dsim_Fl_Hot_F20_6
ERR2861056,Dsim_Fl_Hot_F20_7,WGS,200,4378044200,PRJEB29281,SAMEA5044043,2894951960,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867299,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044043,ERS2855777,ERS2855777,ERP111575,Dsim_Fl_Hot_F20_7
ERR2861057,Dsim_Fl_Hot_F20_8,WGS,200,4189149200,PRJEB29281,SAMEA5044044,2751535152,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867300,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044044,ERS2855778,ERS2855778,ERP111575,Dsim_Fl_Hot_F20_8
ERR2861058,Dsim_Fl_Hot_F20_9,WGS,200,2423663800,PRJEB29281,SAMEA5044045,1615844389,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867301,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044045,ERS2855779,ERS2855779,ERP111575,Dsim_Fl_Hot_F20_9
ERR2861059,Dsim_Fl_Hot_F20_10,WGS,200,1168751400,PRJEB29281,SAMEA5044046,772507172,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867302,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044046,ERS2855780,ERS2855780,ERP111575,Dsim_Fl_Hot_F20_10
ERR2861060,Dsim_Fl_Hot_F20_2,WGS,200,2450789200,PRJEB29281,SAMEA5044038,1631840008,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867303,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044038,ERS2855772,ERS2855772,ERP111575,Dsim_Fl_Hot_F20_2
ERR2861061,Dsim_Fl_Hot_F20_4,WGS,200,3791835200,PRJEB29281,SAMEA5044040,2504175116,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867304,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044040,ERS2855774,ERS2855774,ERP111575,Dsim_Fl_Hot_F20_4
ERR2861062,Dsim_Fl_Hot_F20_6,WGS,200,6334299000,PRJEB29281,SAMEA5044042,4183335880,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867305,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044042,ERS2855776,ERS2855776,ERP111575,Dsim_Fl_Hot_F20_6
ERR2861063,Dsim_Fl_Hot_F20_7,WGS,200,4380509400,PRJEB29281,SAMEA5044043,2889304497,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867306,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044043,ERS2855777,ERS2855777,ERP111575,Dsim_Fl_Hot_F20_7
ERR2861064,Dsim_Fl_Hot_F20_8,WGS,200,4165878200,PRJEB29281,SAMEA5044044,2730565575,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867307,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044044,ERS2855778,ERS2855778,ERP111575,Dsim_Fl_Hot_F20_8
ERR2861065,Dsim_Fl_Hot_F20_9,WGS,200,2438749000,PRJEB29281,SAMEA5044045,1623558920,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867308,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044045,ERS2855779,ERS2855779,ERP111575,Dsim_Fl_Hot_F20_9
ERR2861066,Dsim_Fl_Hot_F20_10,WGS,200,1165209800,PRJEB29281,SAMEA5044046,768426132,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867309,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044046,ERS2855780,ERS2855780,ERP111575,Dsim_Fl_Hot_F20_10
ERR2861067,Dsim_Fl_Hot_F20_2,WGS,200,2427740800,PRJEB29281,SAMEA5044038,1613830406,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867310,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044038,ERS2855772,ERS2855772,ERP111575,Dsim_Fl_Hot_F20_2
ERR2861068,Dsim_Fl_Hot_F20_4,WGS,200,3756629600,PRJEB29281,SAMEA5044040,2476418916,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867311,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044040,ERS2855774,ERS2855774,ERP111575,Dsim_Fl_Hot_F20_4
ERR2861069,Dsim_Fl_Hot_F20_6,WGS,200,6274216400,PRJEB29281,SAMEA5044042,4136867394,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867312,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044042,ERS2855776,ERS2855776,ERP111575,Dsim_Fl_Hot_F20_6
ERR2861070,Dsim_Fl_Hot_F20_7,WGS,200,4337177400,PRJEB29281,SAMEA5044043,2855313128,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867313,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044043,ERS2855777,ERS2855777,ERP111575,Dsim_Fl_Hot_F20_7
ERR2861071,Dsim_Fl_Hot_F20_8,WGS,200,4121509000,PRJEB29281,SAMEA5044044,2696926146,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867314,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044044,ERS2855778,ERS2855778,ERP111575,Dsim_Fl_Hot_F20_8
ERR2861072,Dsim_Fl_Hot_F20_9,WGS,200,2417223200,PRJEB29281,SAMEA5044045,1607082427,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867315,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044045,ERS2855779,ERS2855779,ERP111575,Dsim_Fl_Hot_F20_9
ERR2861073,Dsim_Fl_Hot_F20_10,WGS,200,1154467800,PRJEB29281,SAMEA5044046,760318299,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867316,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044046,ERS2855780,ERS2855780,ERP111575,Dsim_Fl_Hot_F20_10
ERR2861074,Dsim_Fl_Hot_F20_1,WGS,200,4641669800,PRJEB29281,SAMEA5044037,3069409829,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 20 Hot treatment replicate 1,ERC000011,2019-02-08,2018-11-16,ERX2867317,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044037,ERS2855771,ERS2855771,ERP111575,Dsim_Fl_Hot_F20_1
